,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
53,Vibrio vulnificus[gi|78271xxxx],Vibrio alginolyticus[gi|91768xxxx],Vibrio renipiscarius[gi|74974xxxx],Yersinia kristensenii[gi|74085xxxx],Klebsiella pneumoniae subsp. pneumoniae Kp13[gi|56955xxxx],Escherichia coli P0301867.2[gi|47674xxxx],Raoultella ornithinolytica[gi|76344xxxx],Shewanella algae[gi|76552xxxx],Shewanella sp. W3-18-1[gi|12056xxxx],Vibrio vulnificus[gi|72786xxxx],Shewanella sp. W3-18-1[gi|12056xxxx]
54,Vibrio mimicus[gi|44719xxxx],Vibrio crassostreae[gi|88081xxxx],Vibrio alginolyticus[gi|56040xxxx],Yersinia kristensenii[gi|90355xxxx],Yersinia kristensenii[gi|74085xxxx],Escherichia coli 178900[gi|47676xxxx],Acinetobacter sp. CIP 56.2[gi|49094xxxx],Shewanella putrefaciens[gi|50442xxxx],Shewanella baltica[gi|50158xxxx],Vibrio vulnificus[gi|72786xxxx],Proteus vulgaris[gi|85777xxxx]
55,Vibrio mimicus VM603[gi|25858xxxx],Vibrio crassostreae[gi|85789xxxx],Vibrio nigripulchritudo[gi|55024xxxx],Aliivibrio fischeri[gi|51558xxxx],Yersinia kristensenii[gi|68210xxxx],Escherichia coli P0301867.13[gi|47710xxxx],Acinetobacter sp. CIP 56.2[gi|47996xxxx],Shewanella putrefaciens 200[gi|31942xxxx],Shewanella baltica OS223[gi|21750xxxx],Vibrio vulnificus[gi|72787xxxx],Alteromonas mediterranea DE1[gi|41082xxxx]
56,Enterobacter cloacae complex[gi|82701xxxx],Vibrio crassostreae[gi|85795xxxx],Vibrio nigripulchritudo Pon4[gi|54897xxxx],Yersinia kristensenii[gi|68210xxxx],Yersinia kristensenii[gi|90355xxxx],Escherichia coli P0301867.3[gi|47742xxxx],Acinetobacter sp. NIPH 284[gi|49130xxxx],Xenorhabdus nematophila[gi|49891xxxx],Pseudoalteromonas sp. P1-30[gi|94038xxxx],Vibrio vulnificus[gi|72787xxxx],Alteromonas mediterranea U4[gi|52133xxxx]
57,Enterobacter cloacae[gi|76865xxxx],Vibrio[gi|44593xxxx],Vibrio parahaemolyticus[gi|68627xxxx],Vibrio[gi|51517xxxx],Vibrio alginolyticus[gi|92202xxxx],Escherichia coli P0301867.7[gi|47743xxxx],Acinetobacter sp. NIPH 284[gi|48014xxxx],Xenorhabdus nematophila ATCC 19061[gi|29763xxxx],Pseudoalteromonas sp. P1-30[gi|93993xxxx],Xenorhabdus nematophila[gi|50295xxxx],Alteromonas mediterranea UM7[gi|52134xxxx]
58,Pseudomonas syringae pv. apii[gi|94001xxxx],Vibrio sp. RC586[gi|26234xxxx],Vibrio[gi|51517xxxx],Escherichia coli[gi|3792xxxx],Vibrio alginolyticus[gi|91646xxxx],Escherichia coli P0301867.5[gi|47744xxxx],Acinetobacter pittii[gi|94288xxxx],Xenorhabdus nematophila F1[gi|48436xxxx],Photobacterium damselae[gi|76332xxxx],Xenorhabdus nematophila ATCC 19061[gi|29763xxxx],Xenorhabdus nematophila str. Anatoliense[gi|73315xxxx]
59,Pseudomonas syringae pv. antirrhini[gi|94001xxxx],Vibrio splendidus[gi|51564xxxx],Vibrio[gi|87390xxxx],Enterobacter cloacae complex[gi|55642xxxx],Pseudomonas simiae[gi|75576xxxx],Escherichia coli 6-537-08_S1_C1[gi|66015xxxx],Acinetobacter baumannii[gi|69099xxxx],Xenorhabdus nematophila[gi|72408xxxx],Vibrio parahaemolyticus[gi|65900xxxx],Xenorhabdus nematophila AN6/1[gi|73316xxxx],Vibrio vulnificus[gi|74642xxxx]
60,Salmonella bongori[gi|74060xxxx],Vibrio[gi|87390xxxx],Vibrio ichthyoenteri[gi|49376xxxx],Enterobacter cloacae BWH 31[gi|55509xxxx],Pseudomonas simiae[gi|75531xxxx],Escherichia coli 6-537-08_S1_C2[gi|66024xxxx],Acinetobacter baumannii 233846[gi|63051xxxx],Xenorhabdus nematophila str. Websteri[gi|73315xxxx],Enterobacteriaceae[gi|78272xxxx],Proteus vulgaris[gi|85777xxxx],Vibrio vulnificus[gi|72786xxxx]
61,Salmonella bongori[gi|52624xxxx],Vibrio sp. J2-6[gi|85779xxxx],Vibrio ichthyoenteri ATCC 700023[gi|34279xxxx],Enterobacter cloacae[gi|77246xxxx],Enterobacter cloacae[gi|82310xxxx],Escherichia coli 6-537-08_S1_C3[gi|66027xxxx],Enterobacter cloacae[gi|89589xxxx],Xenorhabdus nematophila str. Websteri[gi|73315xxxx],Enterobacter cloacae[gi|77246xxxx],Citrobacter sp. MGH109[gi|85198xxxx],Vibrio vulnificus[gi|72786xxxx]
62,Salmonella bongori N268-08[gi|52612xxxx],Vibrio sp. J2-1[gi|85782xxxx],Vibrio sp. J2-31[gi|85779xxxx],Enterobacteriaceae[gi|69294xxxx],Enterobacter cloacae subsp. cloacae[gi|82284xxxx],Pseudomonas syringae[gi|48949xxxx],Enterobacter cloacae[gi|82310xxxx],Xenorhabdus nematophila str. Anatoliense[gi|73315xxxx],Enterobacter cloacae complex[gi|83656xxxx],Citrobacter sp. MGH109[gi|83859xxxx],Vibrio vulnificus[gi|72787xxxx]
63,Pseudomonas fuscovaginae[gi|49813xxxx],Vibrio sp. J2-26[gi|85787xxxx],Vibrio litoralis[gi|91663xxxx],Klebsiella pneumoniae MRSN 3562[gi|81608xxxx],Enterobacter cloacae[gi|89589xxxx],Pseudomonas syringae pv. aceris str. M302273[gi|33097xxxx],Enterobacter cloacae subsp. cloacae[gi|82284xxxx],Xenorhabdus nematophila AN6/1[gi|73316xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82933xxxx],Vibrio parahaemolyticus[gi|64637xxxx],Vibrio vulnificus[gi|72787xxxx]
64,Escherichia coli[gi|69304xxxx],Vibrio sp. J2-8[gi|85791xxxx],Vibrio[gi|51561xxxx],Klebsiella pneumoniae[gi|93729xxxx],Aliivibrio fischeri[gi|51558xxxx],Pseudomonas syringae pv. aceris[gi|91845xxxx],Vibrio alginolyticus[gi|92202xxxx],Shewanella sp. W3-18-1[gi|50011xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82938xxxx],Vibrio parahaemolyticus[gi|92110xxxx],Escherichia coli 1-250-04_S3_C1[gi|61108xxxx]
65,Escherichia coli O121:H7 str. 2009C-3299[gi|60773xxxx],Vibrio rotiferianus[gi|77992xxxx],Vibrio anguillarum[gi|51811xxxx],Enterobacteriaceae[gi|48635xxxx],Vibrio alginolyticus[gi|56040xxxx],Pseudomonas syringae pv. aceris[gi|93999xxxx],Vibrio alginolyticus[gi|91646xxxx],Shewanella sp. W3-18-1[gi|12056xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx],Shewanella denitrificans OS217[gi|9171xxxx],Photobacterium leiognathi[gi|92896xxxx]
66,Klebsiella oxytoca[gi|69582xxxx],Vibrio splendidus[gi|51566xxxx],Vibrio[gi|50362xxxx],Enterobacter hormaechei[gi|28491xxxx],Enterobacteriaceae[gi|76440xxxx],Pseudomonas syringae[gi|69573xxxx],Vibrio alginolyticus[gi|56040xxxx],Shewanella[gi|49981xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx],Shewanella denitrificans[gi|75275xxxx],Photobacterium leiognathi subsp. mandapamensis[gi|92798xxxx]
67,Klebsiella oxytoca KA-2[gi|57704xxxx],Vibrio parahaemolyticus[gi|92660xxxx],Vibrio anguillarum 775[gi|33534xxxx],Escherichia coli KTE91[gi|43135xxxx],Raoultella ornithinolytica[gi|76344xxxx],Pseudomonas syringae pv. syringae str. B301D-R[gi|59045xxxx],Aliivibrio fischeri[gi|51558xxxx],Shewanella denitrificans OS217[gi|9171xxxx],Pseudoalteromonas ruthenica[gi|80095xxxx],Enterobacteriaceae[gi|51092xxxx],Photobacterium phosphoreum[gi|73890xxxx]
68,Pseudomonas aeruginosa[gi|55374xxxx],Vibrio[gi|51517xxxx],Vibrio anguillarum M3[gi|53737xxxx],Escherichia coli KTE184[gi|43145xxxx],Acinetobacter sp. ZOR0008[gi|83535xxxx],Pseudomonas syringae pv. syringae B301D[gi|81760xxxx],Acinetobacter calcoaceticus[gi|78000xxxx],Shewanella xiamenensis[gi|65991xxxx],Pseudoalteromonas ruthenica[gi|79874xxxx],Escherichia coli KTE107[gi|50844xxxx],Photobacterium phosphoreum ANT-2200[gi|75879xxxx]
69,Pseudomonas aeruginosa CF614[gi|55217xxxx],Vibrio renipiscarius[gi|75127xxxx],Vibrio anguillarum[gi|69210xxxx],Escherichia coli KTE90[gi|43171xxxx],Pseudomonas syringae[gi|69573xxxx],Pseudomonas simiae[gi|75576xxxx],Vibrio parahaemolyticus[gi|91423xxxx],Photobacterium leiognathi[gi|92896xxxx],Pseudoalteromonas ruthenica[gi|79874xxxx],Escherichia coli UMEA 3318-1[gi|53577xxxx],Vibrio xuii[gi|92282xxxx]
70,Pseudomonas aeruginosa[gi|55375xxxx],Vibrio renipiscarius[gi|74973xxxx],Vibrio[gi|92203xxxx],Escherichia coli KTE68[gi|50838xxxx],Pseudomonas syringae pv. syringae str. B301D-R[gi|59045xxxx],Pseudomonas simiae[gi|75531xxxx],Bacillus sp. J13[gi|91681xxxx],Photobacterium leiognathi subsp. mandapamensis[gi|92798xxxx],Photobacterium leiognathi[gi|92896xxxx],Vibrio parahaemolyticus[gi|64636xxxx],Photobacterium sp. SKA34[gi|49369xxxx]
71,Pseudomonas aeruginosa C48[gi|55219xxxx],Vibrio renipiscarius[gi|74973xxxx],Vibrio alginolyticus[gi|91768xxxx],Klebsiella pneumoniae MGH 21[gi|55519xxxx],Pseudomonas syringae pv. syringae B301D[gi|81760xxxx],Alteromonadales[gi|69657xxxx],Enterobacter sp. MGH 15[gi|57829xxxx],Shewanella baltica[gi|50158xxxx],Photobacterium leiognathi subsp. mandapamensis[gi|92797xxxx],Shewanella baltica[gi|50158xxxx],Photobacterium sp. SKA34[gi|8905xxxx]
72,Pseudomonas aeruginosa BWHPSA047[gi|57401xxxx],Vibrio renipiscarius[gi|74974xxxx],Vibrio ordalii[gi|51561xxxx],Escherichia coli 1-392-07_S4_C2[gi|61102xxxx],Pseudomonas syringae[gi|48949xxxx],Pseudoalteromonas sp. ND6B[gi|69434xxxx],Enterobacter sp. MGH 10[gi|57831xxxx],Shewanella baltica OS223[gi|21750xxxx],Enterobacter sp. BIDMC 26[gi|91459xxxx],Shewanella baltica OS223[gi|21750xxxx],Vibrio splendidus[gi|51566xxxx]
73,Pseudomonas sp. GM50[gi|49529xxxx],Vibrio sp. J2-31[gi|87390xxxx],Vibrio ordalii[gi|51561xxxx],Klebsiella pneumoniae[gi|83915xxxx],Pseudomonas syringae pv. aceris str. M302273[gi|33097xxxx],Serratia odorifera DSM 4582[gi|29142xxxx],Enterobacter sp. MGH 6[gi|57833xxxx],Escherichia coli[gi|51092xxxx],Enterobacter sp. BIDMC 26[gi|57826xxxx],Salmonella enterica[gi|92449xxxx],Pseudoalteromonas sp. P1-30[gi|93993xxxx]
74,Pseudomonas sp. GM50[gi|39817xxxx],Vibrio sp. J2-31[gi|85779xxxx],Vibrio harveyi[gi|65892xxxx],Klebsiella pneumoniae[gi|93084xxxx],Pseudomonas syringae pv. aceris[gi|91845xxxx],Acinetobacter sp. ZOR0008[gi|83535xxxx],Enterobacter sp. MGH 1[gi|57834xxxx],Escherichia coli KTE107[gi|50844xxxx],Vibrio sp. J2-31[gi|87390xxxx],Shewanella sp. W3-18-1[gi|50011xxxx],Photobacterium gaetbulicola[gi|76529xxxx]
75,Pseudomonas aeruginosa[gi|81756xxxx],Vibrionales bacterium SWAT-3[gi|49549xxxx],Vibrio parahaemolyticus[gi|64733xxxx],Enterobacter cloacae complex[gi|82330xxxx],Pseudomonas syringae pv. aceris[gi|93999xxxx],Klebsiella pneumoniae MGH 70[gi|63639xxxx],Vibrio anguillarum[gi|51811xxxx],Pseudoalteromonas ruthenica[gi|80095xxxx],Vibrio sp. J2-31[gi|85778xxxx],Shewanella sp. W3-18-1[gi|12056xxxx],Photobacterium gaetbulicola Gung47[gi|76406xxxx]
76,Pseudomonas sp. GM80[gi|49535xxxx],Vibrionales bacterium SWAT-3[gi|14596xxxx],Vibrio sp. J2-6[gi|85779xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82282xxxx],Acinetobacter baumannii[gi|69101xxxx],Raoultella ornithinolytica[gi|91884xxxx],Vibrio litoralis[gi|91663xxxx],Pseudoalteromonas ruthenica[gi|79874xxxx],Vibrio sp. 16[gi|49161xxxx],Photobacterium leiognathi[gi|92896xxxx],Vibrio litoralis[gi|65384xxxx]
77,Pseudomonas sp. GM80[gi|39824xxxx],Vibrio harveyi group[gi|93910xxxx],Vibrio sp. J2-1[gi|85782xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82933xxxx],Acinetobacter baumannii UH6507[gi|57171xxxx],Klebsiella oxytoca[gi|76440xxxx],Thiomicrospira aerophila[gi|49350xxxx],Pseudoalteromonas ruthenica[gi|79874xxxx],Vibrio sp. 16[gi|21954xxxx],Photobacterium leiognathi subsp. mandapamensis[gi|92798xxxx],Vibrio tasmaniensis[gi|51566xxxx]
78,Pseudomonas stutzeri[gi|50509xxxx],Vibrio parahaemolyticus[gi|68627xxxx],Vibrio sp. J2-26[gi|85787xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82938xxxx],Acinetobacter baumannii[gi|69099xxxx],Raoultella ornithinolytica[gi|76344xxxx],Rhizobium mongolense[gi|55097xxxx],Salmonella enterica[gi|92449xxxx],Photobacterium angustum[gi|77154xxxx],Photobacterium phosphoreum[gi|73890xxxx],Vibrio sp. JCM 19236[gi|74945xxxx]
79,Pseudomonas stutzeri RCH2[gi|43182xxxx],Vibrio harveyi[gi|65892xxxx],Vibrio sp. J2-8[gi|85791xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx],Acinetobacter baumannii 233846[gi|63051xxxx],Yersinia kristensenii[gi|90355xxxx],Cellvibrio mixtus[gi|91836xxxx],Vibrio sp. B183[gi|74032xxxx],Photobacterium angustum[gi|76707xxxx],Photobacterium phosphoreum ANT-2200[gi|75879xxxx],Vibrio parahaemolyticus[gi|65900xxxx]
80,Pseudomonas syringae pv. atrofaciens[gi|93998xxxx],Photobacterium[gi|49150xxxx],Vibrio rotiferianus[gi|77992xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx],Vibrio ichthyoenteri[gi|49376xxxx],Aliivibrio fischeri[gi|51558xxxx],Lactococcus lactis[gi|91801xxxx],Vibrio sp. B183[gi|67286xxxx],Vibrio splendidus[gi|51566xxxx],Enterobacteriaceae[gi|78272xxxx],Photobacterium[gi|76995xxxx]
81,Xanthomonas gardneri ATCC 19865[gi|32554xxxx],Photobacterium sp. SKA34[gi|8904xxxx],Vibrio ordalii[gi|51561xxxx],Yersinia enterocolitica[gi|91573xxxx],Vibrio ichthyoenteri ATCC 700023[gi|34280xxxx],Vibrio alginolyticus[gi|92202xxxx],Rhizobium etli[gi|91664xxxx],Vibrio vulnificus[gi|74642xxxx],Vibrio alginolyticus[gi|75559xxxx],Enterobacter cloacae[gi|77246xxxx],Photobacterium damselae subsp. damselae[gi|76705xxxx]
82,Xanthomonas gardneri[gi|82174xxxx],Vibrio angustum S14[gi|9043xxxx],Vibrio cholerae[gi|44594xxxx],Yersinia enterocolitica[gi|89991xxxx],Alteromonadales[gi|69657xxxx],Enterobacter cloacae[gi|89589xxxx],Stenotrophomonas ginsengisoli[gi|94702xxxx],Vibrio vulnificus[gi|72786xxxx],Vibrio alginolyticus[gi|75526xxxx],Enterobacter cloacae complex[gi|83656xxxx],Photobacterium angustum[gi|76712xxxx]
83,Xanthomonas gardneri[gi|82174xxxx],Vibrio cyclitrophicus[gi|51514xxxx],Vibrio cyclitrophicus[gi|51515xxxx],Yersinia enterocolitica[gi|89994xxxx],Pseudoalteromonas sp. ND6B[gi|69434xxxx],Enterobacter cloacae[gi|91921xxxx],Acinetobacter calcoaceticus[gi|74395xxxx],Vibrio vulnificus[gi|72786xxxx],Vibrio alginolyticus[gi|75527xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82933xxxx],Photobacterium angustum[gi|76712xxxx]
84,Xanthomonas gardneri[gi|82175xxxx],Vibrio shilonii[gi|67150xxxx],Vibrio navarrensis[gi|74638xxxx],Pantoea stewartii[gi|93890xxxx],Acinetobacter bohemicus[gi|49078xxxx],Enterobacter cloacae subsp. cloacae[gi|82284xxxx],Acidovorax sp. Root568[gi|94596xxxx],Vibrio vulnificus[gi|72787xxxx],Vibrio parahaemolyticus[gi|54512xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82938xxxx],Photobacterium angustum[gi|76713xxxx]
85,Xanthomonas gardneri[gi|82175xxxx],Vibrio nigripulchritudo[gi|89667xxxx],Vibrio navarrensis[gi|69486xxxx],Acinetobacter[gi|49081xxxx],Acinetobacter bohemicus ANC 3994[gi|47986xxxx],Vibrio cyclitrophicus[gi|65625xxxx],Acidovorax sp. Root70[gi|94607xxxx],Vibrio vulnificus[gi|72787xxxx],Vibrio parahaemolyticus VPCR-2010[gi|53260xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx],Photobacterium angustum[gi|76713xxxx]
86,Xanthomonas gardneri[gi|82175xxxx],Photobacterium sp. SKA34[gi|49369xxxx],Vibrio sp. 16[gi|49161xxxx],Acinetobacter parvus DSM 16617 = CIP 108168[gi|47988xxxx],Serratia marcescens[gi|92076xxxx],Vibrio alginolyticus[gi|91646xxxx],Acinetobacter calcoaceticus[gi|50706xxxx],Vibrio owensii[gi|77996xxxx],Photobacterium phosphoreum[gi|73890xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx],Vibrio sp. B183[gi|74032xxxx]
87,Xanthomonas gardneri[gi|82176xxxx],Photobacterium sp. SKA34[gi|8905xxxx],Vibrio sp. 16[gi|21954xxxx],Acinetobacter sp. CIP 102159[gi|47993xxxx],Serratia marcescens[gi|83872xxxx],Acinetobacter calcoaceticus[gi|78000xxxx],Acinetobacter calcoaceticus ANC 3811[gi|50062xxxx],Escherichia coli[gi|54528xxxx],Photobacterium phosphoreum ANT-2200[gi|75879xxxx],Enterobacter cloacae complex[gi|55642xxxx],Vibrio sp. B183[gi|67286xxxx]
88,Xanthomonas gardneri[gi|82176xxxx],Vibrio alginolyticus[gi|49151xxxx],Photobacterium angustum[gi|77154xxxx],Acinetobacter sp. CIP 102529[gi|47994xxxx],Serratia marcescens[gi|83983xxxx],Acinetobacter calcoaceticus[gi|74395xxxx],Acinetobacter oleivorans[gi|73450xxxx],Escherichia coli UMEA 3318-1[gi|53577xxxx],Photobacterium[gi|76995xxxx],Enterobacter cloacae BWH 31[gi|55509xxxx],Vibrio parahaemolyticus[gi|64640xxxx]
89,Xanthomonas gardneri[gi|82177xxxx],Vibrio alginolyticus 12G01[gi|9119xxxx],Photobacterium angustum[gi|76707xxxx],Acinetobacter sp. CIP 102082[gi|47995xxxx],Acinetobacter sp. COS3[gi|55256xxxx],Acinetobacter baumannii[gi|69101xxxx],Burkholderia gladioli[gi|50346xxxx],Aeromonas media[gi|75253xxxx],Photobacterium damselae subsp. damselae[gi|76705xxxx],Photobacterium sp. SKA34[gi|49369xxxx],Enterobacter sp. BIDMC 26[gi|69575xxxx]
90,Xanthomonas gardneri[gi|82177xxxx],Vibrio alginolyticus[gi|93665xxxx],Vibrio parahaemolyticus[gi|65903xxxx],Alteromonadales[gi|69657xxxx],Acinetobacter sp. COS3[gi|55067xxxx],Acinetobacter baumannii UH6507[gi|57171xxxx],Burkholderia gladioli BSR3[gi|32737xxxx],Aeromonas media WS[gi|61555xxxx],Photobacterium angustum[gi|76712xxxx],Photobacterium sp. SKA34[gi|8905xxxx],Enterobacter sp. BIDMC 26[gi|57826xxxx]
91,Pseudomonas plecoglossicida NB2011[gi|51110xxxx],Vibrio[gi|49153xxxx],Vibrio parahaemolyticus[gi|80872xxxx],Pseudoalteromonas sp. ND6B[gi|69434xxxx],Acinetobacter calcoaceticus[gi|78000xxxx],Acinetobacter sp. NIPH 284[gi|49130xxxx],Streptococcus pneumoniae[gi|75149xxxx],Shewanella baltica[gi|49300xxxx],Photobacterium angustum[gi|76712xxxx],Vibrio splendidus[gi|51566xxxx],Idiomarina zobellii[gi|92892xxxx]
92,Pseudomonas fluorescens[gi|74237xxxx],Vibrio alginolyticus 40B[gi|26982xxxx],Vibrio parahaemolyticus[gi|80710xxxx],Klebsiella pneumoniae[gi|69407xxxx],Acinetobacter calcoaceticus[gi|74395xxxx],Acinetobacter sp. NIPH 284[gi|48014xxxx],Streptococcus pneumoniae[gi|79987xxxx],Shewanella baltica OS185[gi|15136xxxx],Photobacterium angustum[gi|76713xxxx],Shewanella baltica[gi|49300xxxx],Idiomarina zobellii[gi|92850xxxx]
93,Pseudomonas putida[gi|72726xxxx],Vibrio alginolyticus NBRC 15630 = ATCC 17749[gi|54113xxxx],Vibrio parahaemolyticus[gi|82092xxxx],Klebsiella pneumoniae BIDMC 47[gi|58353xxxx],Acinetobacter pittii[gi|94288xxxx],Acinetobacter bohemicus[gi|49078xxxx],Streptococcus pneumoniae[gi|79994xxxx],Shewanella baltica OS195[gi|16086xxxx],Photobacterium angustum[gi|76713xxxx],Shewanella baltica OS625[gi|35353xxxx],Vibrio[gi|78036xxxx]
94,Pseudomonas putida S12[gi|73457xxxx],Vibrio alginolyticus NBRC 15630 = ATCC 17749[gi|54345xxxx],Vibrio vulnificus[gi|78269xxxx],Acinetobacter calcoaceticus[gi|50706xxxx],Acinetobacter sp. NIPH 284[gi|49130xxxx],Acinetobacter bohemicus ANC 3994[gi|47986xxxx],Streptococcus pneumoniae[gi|80005xxxx],Shewanella baltica OS678[gi|31526xxxx],Vibrio parahaemolyticus[gi|64752xxxx],Shewanella baltica[gi|50103xxxx],Vibrio sp. S234-5[gi|77822xxxx]
95,Pantoea agglomerans Eh318[gi|63253xxxx],Vibrio sp. JCM 18904[gi|63516xxxx],Vibrio sinaloensis[gi|74644xxxx],Acinetobacter calcoaceticus ANC 3811[gi|50062xxxx],Acinetobacter sp. NIPH 284[gi|48014xxxx],Acinetobacter baumannii[gi|69099xxxx],Streptococcus pneumoniae[gi|80524xxxx],Shewanella baltica OS625[gi|35353xxxx],Photobacterium leiognathi[gi|56585xxxx],Shewanella baltica OS185[gi|15136xxxx],Vibrio hyugaensis[gi|78015xxxx]
96,Stenotrophomonas maltophilia[gi|92989xxxx],Vibrio sp. JCM 19053[gi|63673xxxx],Vibrio sinaloensis[gi|74115xxxx],Acinetobacter oleivorans[gi|73450xxxx],Acinetobacter baumannii[gi|48798xxxx],Acinetobacter baumannii 233846[gi|63051xxxx],Streptococcus pneumoniae[gi|80998xxxx],Photobacterium phosphoreum[gi|73890xxxx],Photobacterium leiognathi lrivu.4.1[gi|53107xxxx],Shewanella baltica OS678[gi|31526xxxx],Photobacterium angustum[gi|77145xxxx]
97,Cronobacter sakazakii[gi|93846xxxx],Vibrio sp. OY15[gi|67391xxxx],Vibrio alginolyticus[gi|91769xxxx],Klebsiella pneumoniae subsp. pneumoniae PittNDM01[gi|66771xxxx],Acinetobacter baumannii WC-A-92[gi|44476xxxx],Acinetobacter sp. COS3[gi|55256xxxx],Streptococcus pneumoniae[gi|81019xxxx],Photobacterium phosphoreum ANT-2200[gi|75879xxxx],Photobacterium leiognathi[gi|92896xxxx],Vibrio parahaemolyticus[gi|65900xxxx],Photobacterium angustum[gi|76707xxxx]
98,Klebsiella pneumoniae[gi|89619xxxx],Vibrio alginolyticus[gi|82348xxxx],Vibrio vulnificus[gi|51639xxxx],Acinetobacter sp. CIP 56.2[gi|49094xxxx],Acinetobacter[gi|69105xxxx],Acinetobacter sp. COS3[gi|55067xxxx],Streptococcus pneumoniae[gi|81042xxxx],Photobacterium gaetbulicola[gi|76529xxxx],Photobacterium leiognathi subsp. mandapamensis[gi|92798xxxx],Vibrio tasmaniensis[gi|51566xxxx],Photobacterium angustum[gi|76708xxxx]
99,Escherichia coli[gi|74903xxxx],Vibrio alginolyticus[gi|91646xxxx],Vibrio vulnificus BAA87[gi|58666xxxx],Acinetobacter sp. CIP 56.2[gi|47996xxxx],Acinetobacter baumannii 1267820[gi|58779xxxx],Acinetobacter sp. CIP 56.2[gi|49094xxxx],Streptococcus pneumoniae[gi|81074xxxx],Photobacterium gaetbulicola Gung47[gi|76406xxxx],Shewanella sp. ECSMB14101[gi|71926xxxx],Vibrio tasmaniensis[gi|51566xxxx],Vibrio parahaemolyticus[gi|54512xxxx]
100,Escherichia coli[gi|72990xxxx],Vibrio alginolyticus[gi|91817xxxx],Vibrio vulnificus[gi|67444xxxx],Acinetobacter bohemicus[gi|49078xxxx],Acinetobacter sp. CIP 56.2[gi|49094xxxx],Acinetobacter sp. CIP 56.2[gi|47996xxxx],Streptococcus pneumoniae[gi|87895xxxx],Vibrio hyugaensis[gi|78015xxxx],Photobacterium sp. SKA34[gi|49369xxxx],Vibrio sp. B183[gi|74032xxxx],Vibrio parahaemolyticus VPCR-2010[gi|53260xxxx]
101,Escherichia coli[gi|74811xxxx],Vibrio alginolyticus[gi|93665xxxx],Vibrio vulnificus[gi|67444xxxx],Acinetobacter bohemicus ANC 3994[gi|47986xxxx],Acinetobacter sp. CIP 56.2[gi|47996xxxx],Acinetobacter pittii[gi|94288xxxx],Streptococcus pneumoniae[gi|87909xxxx],Pseudoalteromonas sp. P1-30[gi|94038xxxx],Photobacterium sp. SKA34[gi|8905xxxx],Vibrio sp. B183[gi|67286xxxx],Vibrio sp. J2-31[gi|87390xxxx]
102,Escherichia coli[gi|44687xxxx],Vibrio alginolyticus[gi|93666xxxx],Vibrio vulnificus[gi|67445xxxx],Acinetobacter baumannii[gi|69101xxxx],Psychrobacter arcticus[gi|49959xxxx],Escherichia coli[gi|3792xxxx],Streptococcus pneumoniae[gi|88205xxxx],Pseudoalteromonas sp. P1-30[gi|93993xxxx],Vibrio parahaemolyticus[gi|64640xxxx],Vibrio parahaemolyticus[gi|54512xxxx],Vibrio sp. J2-31[gi|85778xxxx]
103,Escherichia coli ETEC H10407[gi|30970xxxx],Vibrio alginolyticus[gi|93666xxxx],Vibrio parahaemolyticus[gi|64648xxxx],Acinetobacter baumannii UH6507[gi|57171xxxx],Psychrobacter arcticus 273-4[gi|7103xxxx],Psychrobacter arcticus[gi|49959xxxx],Streptococcus pneumoniae[gi|88217xxxx],Vibrionaceae[gi|50419xxxx],Vibrio litoralis[gi|65384xxxx],Vibrio parahaemolyticus VPCR-2010[gi|53260xxxx],Photobacterium leiognathi[gi|56585xxxx]
104,Salmonella enterica subsp. enterica serovar Enteritidis str. 22704[gi|43497xxxx],Vibrio harveyi group[gi|64733xxxx],Vibrio vulnificus[gi|74640xxxx],Acinetobacter baumannii[gi|48798xxxx],Marinobacterium sp. AK27[gi|73823xxxx],Psychrobacter arcticus 273-4[gi|7103xxxx],Streptococcus pneumoniae[gi|88230xxxx],Photobacterium damselae subsp. damselae[gi|38031xxxx],Photobacterium swingsii[gi|89069xxxx],Aeromonas media[gi|75683xxxx],Photobacterium leiognathi lrivu.4.1[gi|53107xxxx]
